world_joint/x,world_joint/y,world_joint/z,world_joint/yaw,world_joint/pitch,world_joint/roll,torso_joint1,limb_right_joint1,limb_right_joint2,limb_right_joint3,limb_right_joint4,limb_right_joint5,limb_right_joint6,limb_right_joint7,hinge
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.218907,2.388807,-0.620476,2.865568,0.723694,0.324991,1.619522,-2.438981,0.818616
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.220054,2.387590,-0.618168,2.865175,0.722296,0.326032,1.622673,-2.439572,0.816229
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.221209,2.386362,-0.615861,2.864774,0.720893,0.327090,1.625826,-2.440169,0.813842
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.223555,2.383851,-0.611237,2.863948,0.718054,0.329275,1.632170,-2.441391,0.813842
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.224735,2.382585,-0.608921,2.863526,0.716627,0.330385,1.635353,-2.442008,0.809069
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.225929,2.381300,-0.606606,2.863093,0.715190,0.331522,1.638543,-2.442635,0.809069
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.227134,2.379997,-0.604284,2.862650,0.713743,0.332681,1.641749,-2.443271,0.806683
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.228348,2.378681,-0.601965,2.862200,0.712289,0.333859,1.644959,-2.443913,0.804296
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.226712,2.381515,-0.602030,2.863419,0.713911,0.331107,1.643635,-2.441192,0.804296
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.225105,2.384317,-0.602093,2.864622,0.715517,0.328404,1.642331,-2.438487,0.801909
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.223505,2.387120,-0.602154,2.865825,0.717127,0.325712,1.641030,-2.435771,0.801909
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.221920,2.389910,-0.602213,2.867019,0.718731,0.323046,1.639739,-2.433059,0.801909
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.223124,2.388627,-0.599884,2.866579,0.717264,0.324189,1.642956,-2.433696,0.801909
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.228074,2.383302,-0.590529,2.864727,0.711273,0.328985,1.655952,-2.436394,0.799523
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.233186,2.377703,-0.581139,2.862732,0.705171,0.334188,1.669111,-2.439109,0.794749
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.234560,2.376194,-0.578648,2.862176,0.703535,0.335606,1.672618,-2.439859,0.787589
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.237205,2.373265,-0.573931,2.861083,0.700400,0.338381,1.679291,-2.441333,0.785203
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.238536,2.371787,-0.571569,2.860525,0.698827,0.339795,1.682638,-2.442067,0.782816
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.239881,2.370285,-0.569207,2.859952,0.697243,0.341240,1.685997,-2.442816,0.780430
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.241239,2.368764,-0.566839,2.859367,0.695648,0.342712,1.689372,-2.443575,0.780430
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.242606,2.367227,-0.564472,2.858771,0.694047,0.344207,1.692754,-2.444342,0.778043
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.243984,2.365672,-0.562103,2.858164,0.692438,0.345727,1.696146,-2.445117,0.775656
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.245375,2.364095,-0.559727,2.857543,0.690817,0.347277,1.699556,-2.445902,0.775656
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.246775,2.362504,-0.557352,2.856911,0.689190,0.348850,1.702972,-2.446694,0.773270
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.248182,2.360901,-0.554974,2.856270,0.687559,0.350442,1.706398,-2.447488,0.770883
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.249607,2.359269,-0.552590,2.855611,0.685913,0.352073,1.709843,-2.448300,0.770883
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.252496,2.355937,-0.547817,2.854252,0.682588,0.355419,1.716771,-2.449967,0.768496
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.253947,2.354259,-0.545432,2.853558,0.680926,0.357121,1.720240,-2.450795,0.766110
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.255419,2.352547,-0.543036,2.852844,0.679245,0.358866,1.723737,-2.451644,0.763723
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.256900,2.350818,-0.540642,2.852116,0.677559,0.360639,1.727240,-2.452501,0.761337
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.258395,2.349066,-0.538242,2.851373,0.675862,0.362444,1.730761,-2.453368,0.761337
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.259900,2.347296,-0.535843,2.850615,0.674160,0.364277,1.734288,-2.454243,0.758950
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.260000,2.347174,-0.535693,2.850562,0.674048,0.364404,1.734514,-2.454307,0.756563
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.263053,2.343561,-0.530880,2.849000,0.670609,0.368166,1.741620,-2.456100,0.756563
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.266156,2.339838,-0.526059,2.847378,0.667162,0.372119,1.748779,-2.457836,0.754177
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.269306,2.336052,-0.521226,2.845684,0.663661,0.376143,1.755988,-2.459707,0.749403
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.270893,2.334137,-0.518806,2.844815,0.661909,0.378198,1.759606,-2.460641,0.747017
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.272503,2.332183,-0.516376,2.843919,0.660137,0.380306,1.763253,-2.461599,0.744630
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.275767,2.328193,-0.511511,2.842071,0.656563,0.384632,1.770593,-2.463566,0.744630
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.277407,2.326184,-0.509077,2.841126,0.654779,0.386833,1.774269,-2.464542,0.739857
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.280752,2.322026,-0.504195,2.839163,0.651186,0.391445,1.781695,-2.466480,0.739857
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.282436,2.319938,-0.501746,2.838154,0.649378,0.393767,1.785423,-2.467489,0.735084
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.285866,2.315645,-0.496835,2.836057,0.645713,0.398565,1.792950,-2.469589,0.732697
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.287694,2.313352,-0.494228,2.834918,0.643777,0.401155,1.796949,-2.470694,0.730310
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.289445,2.311143,-0.491759,2.833810,0.641933,0.403665,1.800753,-2.471762,0.727924
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.291209,2.308907,-0.489287,2.832678,0.640084,0.406216,1.804572,-2.472841,0.727924
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.294781,2.304355,-0.484330,2.830340,0.636368,0.411454,1.812258,-2.475034,0.725537
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.296597,2.302004,-0.481849,2.829127,0.634520,0.414209,1.816130,-2.476078,0.723150
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.298416,2.299669,-0.479356,2.827900,0.632654,0.416932,1.820013,-2.477193,0.720764
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.300254,2.297295,-0.476863,2.826639,0.630779,0.419713,1.823912,-2.478330,0.718377
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.302113,2.294885,-0.474358,2.825347,0.628894,0.422553,1.827840,-2.479484,0.718377
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.303983,2.292451,-0.471854,2.824029,0.627009,0.425435,1.831776,-2.480647,0.715990
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.307794,2.287457,-0.466818,2.821293,0.623197,0.431379,1.839738,-2.483050,0.713604
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.309714,2.284913,-0.464300,2.819886,0.621325,0.434471,1.843726,-2.484172,0.711217
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.311644,2.282370,-0.461771,2.818453,0.619433,0.437550,1.847729,-2.485374,0.708831
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.313604,2.279773,-0.459230,2.816974,0.617526,0.440711,1.851770,-2.486607,0.708831
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.315553,2.277179,-0.456719,2.815482,0.615647,0.443890,1.855772,-2.487826,0.706444
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.317523,2.274548,-0.454197,2.813953,0.613763,0.447133,1.859801,-2.489061,0.704057
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.319504,2.271893,-0.451675,2.812393,0.611883,0.450423,1.863835,-2.490306,0.704057
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.323528,2.266467,-0.446610,2.809172,0.608109,0.457190,1.871977,-2.492839,0.701671
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.325571,2.263701,-0.444055,2.807494,0.606222,0.460677,1.876088,-2.494132,0.699284
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.327629,2.260907,-0.441499,2.805780,0.604340,0.464220,1.880210,-2.495436,0.696897
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.329702,2.258085,-0.438939,2.804029,0.602465,0.467820,1.884343,-2.496753,0.694511
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.329823,2.257921,-0.438790,2.803926,0.602356,0.468032,1.884583,-2.496830,0.694511
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.334047,2.252132,-0.433628,2.800292,0.598585,0.475468,1.892953,-2.499519,0.694511
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.336185,2.249194,-0.431032,2.798404,0.596714,0.479286,1.897162,-2.500887,0.689737
0.000000,0.85,0.0,-1.570796,0.0,0.0,0.338334,2.246233,-0.428438,2.796478,0.594857,0.483157,1.901374,-2.502265,0.689737
